[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,average payoff
1359,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
1422,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
1485,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
1548,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
1611,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
1674,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
1737,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
1800,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
1863,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
1926,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
1989,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2052,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2115,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2178,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
2241,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2304,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
2367,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
2430,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2493,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2556,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
2619,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
2682,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2745,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2808,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2871,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
2934,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
2997,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3060,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
3123,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3186,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3249,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3312,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3375,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
3438,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3501,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
3564,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3627,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
3690,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3753,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
3816,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
3879,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
3942,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4005,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4068,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4131,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
4194,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
4257,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
4320,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
4383,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
4446,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4509,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4572,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
4635,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4698,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
4761,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4824,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
4887,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
4950,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5013,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5076,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5139,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5202,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5265,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5328,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5391,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5454,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5517,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5580,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5643,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5706,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
5769,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5832,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5895,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
5958,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
6021,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.998,0.99939
6084,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,0.999,0.99939
6147,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
6210,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
6273,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,0.1,FALSE,1000,1,0.99939
37,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.941,0.95177
100,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
163,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.941,0.95177
226,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.943,0.95177
289,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95177
352,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.942,0.95177
415,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.943,0.95177
478,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
541,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.952,0.95177
604,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.964,0.95177
667,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95177
730,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95177
793,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95177
856,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95177
919,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95177
982,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.962,0.95177
1045,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95177
1108,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95177
1171,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95177
1234,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.947,0.95177
1297,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95177
1360,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95177
1423,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95177
1486,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95177
1549,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.939,0.95177
1612,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.947,0.95177
1675,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95177
1738,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95177
1801,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.935,0.95177
1864,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95177
1927,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
1990,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95177
2053,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95177
2116,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95177
2179,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.941,0.95177
2242,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.935,0.95177
2305,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.962,0.95177
2368,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
2431,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.944,0.95177
2494,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.937,0.95177
2557,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.967,0.95177
2620,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95177
2683,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95177
2746,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.955,0.95177
2809,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.944,0.95177
2872,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
2935,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.944,0.95177
2998,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.963,0.95177
3061,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
3124,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
3187,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95177
3250,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.952,0.95177
3313,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.938,0.95177
3376,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.955,0.95177
3439,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95177
3502,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.952,0.95177
3565,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95177
3628,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.955,0.95177
3691,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.966,0.95177
3754,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.947,0.95177
3817,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95177
3880,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.952,0.95177
3943,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.946,0.95177
4006,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.952,0.95177
4069,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95177
4132,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95177
4195,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.964,0.95177
4258,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95177
4321,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95177
4384,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95177
4447,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95177
4510,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
4573,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95177
4636,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95177
4699,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.94,0.95177
4762,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95177
4825,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95177
4888,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.946,0.95177
4951,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95177
5014,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
5077,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95177
5140,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95177
5203,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95177
5266,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.942,0.95177
5329,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95177
5392,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.942,0.95177
5455,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95177
5518,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95177
5581,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
5644,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95177
5707,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.952,0.95177
5770,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95177
5833,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95177
5896,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95177
5959,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95177
6022,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.946,0.95177
6085,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.947,0.95177
6148,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95177
6211,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.947,0.95177
6274,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95177
38,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95889
101,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95889
164,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.97,0.95889
227,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
290,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.946,0.95889
353,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
416,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95889
479,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.962,0.95889
542,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95889
605,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95889
668,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95889
731,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.966,0.95889
794,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95889
857,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95889
920,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95889
983,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95889
1046,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.963,0.95889
1109,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.97,0.95889
1172,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.943,0.95889
1235,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.948,0.95889
1298,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
1361,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.965,0.95889
1424,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.964,0.95889
1487,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95889
1550,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
1613,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.963,0.95889
1676,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.95,0.95889
1739,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.958,0.95889
1802,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95889
1865,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95889
1928,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.964,0.95889
1991,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
2054,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.951,0.95889
2117,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
2180,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.941,0.95889
2243,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95889
2306,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.955,0.95889
2369,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.955,0.95889
2432,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95889
2495,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95889
2558,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.963,0.95889
2621,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95889
2684,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.962,0.95889
2747,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.966,0.95889
2810,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.965,0.95889
2873,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95889
2936,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
2999,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.965,0.95889
3062,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.963,0.95889
3125,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95889
3188,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95889
3251,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.957,0.95889
3314,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.953,0.95889
3377,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95889
3440,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.954,0.95889
3503,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.965,0.95889
3566,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.972,0.95889
3629,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.956,0.95889
3692,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.949,0.95889
3755,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95889
3818,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.968,0.95889
3881,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.961,0.95889
3944,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95889
4007,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.965,0.95889
4070,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.966,0.95889
4133,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.96,0.95889
4196,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.955,0.95889
4259,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95889
4322,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95889
4385,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,0.2,FALSE,1000,0.959,0.95889
